w1,w2,w3,w4,w5,w6,w7,w8,w9,name,best_chi,index
0.013420058366334864,0.013420058366334864,0.4818326621502674,0.15136531553352606,0.4818326621502674,0.1723739357296621,0.15136531553352606,0.1955575702725632,0.3420490598971884,interp__d_NH3_CH3OH_50_10K_I10m_Baselined,10.852,220
0.013420058366334864,0.013420058366334864,0.4818326621502674,0.15136531553352606,0.4818326621502674,0.1723739357296621,0.15136531553352606,0.1955575702725632,0.3420490598971884,interp__HNCO_NH3,10.852,221
0.013420058366334864,0.013420058366334864,0.4818326621502674,0.15136531553352606,0.4818326621502674,0.1723739357296621,0.15136531553352606,0.1955575702725632,0.3420490598971884,interp__CH3OH,10.852,222
0.013420058366334864,0.013420058366334864,0.4818326621502674,0.15136531553352606,0.4818326621502674,0.1723739357296621,0.15136531553352606,0.1955575702725632,0.3420490598971884,interp__CO_NH3_10K,10.852,223
0.013420058366334864,0.013420058366334864,0.4818326621502674,0.15136531553352606,0.4818326621502674,0.1723739357296621,0.15136531553352606,0.1955575702725632,0.3420490598971884,interp__H2O_CH3OH_CO_NH3_120K_NASA,10.852,224
0.013420058366334864,0.013420058366334864,0.4818326621502674,0.15136531553352606,0.4818326621502674,0.1723739357296621,0.15136531553352606,0.1955575702725632,0.3420490598971884,interp__H2O_40K,10.852,225
0.013420058366334864,0.013420058366334864,0.4818326621502674,0.15136531553352606,0.4818326621502674,0.1723739357296621,0.15136531553352606,0.1955575702725632,0.3420490598971884,interp__H2O_NH3_CO2_CH4_10_1_1_1_72K_b,10.852,226
0.013420058366334864,0.013420058366334864,0.4818326621502674,0.15136531553352606,0.4818326621502674,0.1723739357296621,0.15136531553352606,0.1955575702725632,0.3420490598971884,interp__H2O_CH4_10_0.6_a_V3,10.852,227
0.013420058366334864,0.013420058366334864,0.4818326621502674,0.15136531553352606,0.4818326621502674,0.1723739357296621,0.15136531553352606,0.1955575702725632,0.3420490598971884,interp__CO_CH3OH_10K,10.852,228
0.003562775162696097,0.003562775162696097,0.4984823085784573,0.4059059969010355,0.003562775162696097,0.13184575456866332,0.1922080451753792,0.1922080451753792,0.4984823085784573,interp__d_NH3_CH3OH_50_10K_I10m_Baselined,11.195,130
0.003562775162696097,0.003562775162696097,0.4984823085784573,0.4059059969010355,0.003562775162696097,0.13184575456866332,0.1922080451753792,0.1922080451753792,0.4984823085784573,interp__HNCO_NH3,11.195,131
0.003562775162696097,0.003562775162696097,0.4984823085784573,0.4059059969010355,0.003562775162696097,0.13184575456866332,0.1922080451753792,0.1922080451753792,0.4984823085784573,interp__H2O_CH3OH_CO_NH3_100K_NASA,11.195,132
0.003562775162696097,0.003562775162696097,0.4984823085784573,0.4059059969010355,0.003562775162696097,0.13184575456866332,0.1922080451753792,0.1922080451753792,0.4984823085784573,interp__CH3OH,11.195,133
0.003562775162696097,0.003562775162696097,0.4984823085784573,0.4059059969010355,0.003562775162696097,0.13184575456866332,0.1922080451753792,0.1922080451753792,0.4984823085784573,interp__CO_NH3_10K,11.195,134
0.003562775162696097,0.003562775162696097,0.4984823085784573,0.4059059969010355,0.003562775162696097,0.13184575456866332,0.1922080451753792,0.1922080451753792,0.4984823085784573,interp__H2O_40K,11.195,135
0.003562775162696097,0.003562775162696097,0.4984823085784573,0.4059059969010355,0.003562775162696097,0.13184575456866332,0.1922080451753792,0.1922080451753792,0.4984823085784573,interp__H2O_NH3_CO2_CH4_10_1_1_1_72K_b,11.195,136
0.003562775162696097,0.003562775162696097,0.4984823085784573,0.4059059969010355,0.003562775162696097,0.13184575456866332,0.1922080451753792,0.1922080451753792,0.4984823085784573,interp__H2O_CH4_10_0.6_a_V3,11.195,137
0.003562775162696097,0.003562775162696097,0.4984823085784573,0.4059059969010355,0.003562775162696097,0.13184575456866332,0.1922080451753792,0.1922080451753792,0.4984823085784573,interp__CO_CH3OH_10K,11.195,138
0.03815060666558516,0.4081847448150934,0.4871747068195848,0.03815060666558516,0.06083796418302063,0.05846900985132341,0.4871747068195848,0.3662090212061913,0.4871747068195848,interp__d_NH3_CH3OH_50_10K_I10m_Baselined,11.554,40
0.03815060666558516,0.4081847448150934,0.4871747068195848,0.03815060666558516,0.06083796418302063,0.05846900985132341,0.4871747068195848,0.3662090212061913,0.4871747068195848,interp__HNCO_NH3,11.554,41
0.03815060666558516,0.4081847448150934,0.4871747068195848,0.03815060666558516,0.06083796418302063,0.05846900985132341,0.4871747068195848,0.3662090212061913,0.4871747068195848,interp__CH3OH,11.554,42
0.03815060666558516,0.4081847448150934,0.4871747068195848,0.03815060666558516,0.06083796418302063,0.05846900985132341,0.4871747068195848,0.3662090212061913,0.4871747068195848,interp__CO_NH3_10K,11.554,43
0.03815060666558516,0.4081847448150934,0.4871747068195848,0.03815060666558516,0.06083796418302063,0.05846900985132341,0.4871747068195848,0.3662090212061913,0.4871747068195848,interp__H2O_40K,11.554,44
0.03815060666558516,0.4081847448150934,0.4871747068195848,0.03815060666558516,0.06083796418302063,0.05846900985132341,0.4871747068195848,0.3662090212061913,0.4871747068195848,interp__H2O_NH3_CO2_CH4_10_1_1_1_72K_b,11.554,45
0.03815060666558516,0.4081847448150934,0.4871747068195848,0.03815060666558516,0.06083796418302063,0.05846900985132341,0.4871747068195848,0.3662090212061913,0.4871747068195848,interp__H2O_CH3OH_CO_NH3_140K_NASA,11.554,46
0.03815060666558516,0.4081847448150934,0.4871747068195848,0.03815060666558516,0.06083796418302063,0.05846900985132341,0.4871747068195848,0.3662090212061913,0.4871747068195848,interp__H2O_CH4_10_0.6_a_V3,11.554,47
0.03815060666558516,0.4081847448150934,0.4871747068195848,0.03815060666558516,0.06083796418302063,0.05846900985132341,0.4871747068195848,0.3662090212061913,0.4871747068195848,interp__CO_CH3OH_10K,11.554,48
0.04889741875160408,0.4925802104772601,0.016917994585193052,0.32131706029040563,0.4501289182473194,0.26287105773913005,0.26287105773913005,0.06954178524235688,0.32131706029040563,interp__d_NH3_CH3OH_50_10K_I10m_Baselined,11.606,110
0.04889741875160408,0.4925802104772601,0.016917994585193052,0.32131706029040563,0.4501289182473194,0.26287105773913005,0.26287105773913005,0.06954178524235688,0.32131706029040563,interp__H2O_CH3OH_CO_NH3_80K_NASA,11.606,111
0.04889741875160408,0.4925802104772601,0.016917994585193052,0.32131706029040563,0.4501289182473194,0.26287105773913005,0.26287105773913005,0.06954178524235688,0.32131706029040563,interp__HNCO_NH3,11.606,112
