w1,w2,w3,w4,w5,w6,w7,w8,name,best_chi,index
0.07254758346169665,0.07254758346169665,0.4912494059790255,0.07254758346169665,0.1526083030571801,0.4912494059790255,0.10837854597765313,0.07254758346169665,interp__d_NH3_CH3OH_50_10K_I10m_Baselined,15.782,63
0.07254758346169665,0.07254758346169665,0.4912494059790255,0.07254758346169665,0.1526083030571801,0.4912494059790255,0.10837854597765313,0.07254758346169665,interp__HNCO_NH3,15.782,64
0.07254758346169665,0.07254758346169665,0.4912494059790255,0.07254758346169665,0.1526083030571801,0.4912494059790255,0.10837854597765313,0.07254758346169665,interp__CH3OH,15.782,65
0.07254758346169665,0.07254758346169665,0.4912494059790255,0.07254758346169665,0.1526083030571801,0.4912494059790255,0.10837854597765313,0.07254758346169665,interp__CO_NH3_10K,15.782,66
0.07254758346169665,0.07254758346169665,0.4912494059790255,0.07254758346169665,0.1526083030571801,0.4912494059790255,0.10837854597765313,0.07254758346169665,interp__H2O_40K,15.782,67
0.07254758346169665,0.07254758346169665,0.4912494059790255,0.07254758346169665,0.1526083030571801,0.4912494059790255,0.10837854597765313,0.07254758346169665,interp__H2O_NH3_CO2_CH4_10_1_1_1_72K_b,15.782,68
0.07254758346169665,0.07254758346169665,0.4912494059790255,0.07254758346169665,0.1526083030571801,0.4912494059790255,0.10837854597765313,0.07254758346169665,interp__H2O_CH4_10_0.6_a_V3,15.782,69
0.07254758346169665,0.07254758346169665,0.4912494059790255,0.07254758346169665,0.1526083030571801,0.4912494059790255,0.10837854597765313,0.07254758346169665,interp__CO_CH3OH_10K,15.782,70
0.029216409095313645,0.029216409095313645,0.10640762042939864,0.400152879489,0.400152879489,0.20987103698405216,0.09626515853151214,0.32315202616194405,interp__d_NH3_CH3OH_50_10K_I10m_Baselined,16.866,27
0.029216409095313645,0.029216409095313645,0.10640762042939864,0.400152879489,0.400152879489,0.20987103698405216,0.09626515853151214,0.32315202616194405,interp__HNCO_NH3,16.866,28
0.029216409095313645,0.029216409095313645,0.10640762042939864,0.400152879489,0.400152879489,0.20987103698405216,0.09626515853151214,0.32315202616194405,interp__CO_NH3_10K,16.866,29
0.029216409095313645,0.029216409095313645,0.10640762042939864,0.400152879489,0.400152879489,0.20987103698405216,0.09626515853151214,0.32315202616194405,interp__H2O_40K,16.866,30
0.029216409095313645,0.029216409095313645,0.10640762042939864,0.400152879489,0.400152879489,0.20987103698405216,0.09626515853151214,0.32315202616194405,interp__H2O_NH3_CO2_CH4_10_1_1_1_72K_b,16.866,31
0.029216409095313645,0.029216409095313645,0.10640762042939864,0.400152879489,0.400152879489,0.20987103698405216,0.09626515853151214,0.32315202616194405,interp__CH3CH2OH,16.866,32
0.029216409095313645,0.029216409095313645,0.10640762042939864,0.400152879489,0.400152879489,0.20987103698405216,0.09626515853151214,0.32315202616194405,interp__H2O_CH4_10_0.6_a_V3,16.866,33
0.029216409095313645,0.029216409095313645,0.10640762042939864,0.400152879489,0.400152879489,0.20987103698405216,0.09626515853151214,0.32315202616194405,interp__CO_CH3OH_10K,16.866,34
0.09342313042292393,0.12187544076909695,0.09008895502614556,0.3533311436604136,0.4855174825193144,0.1646735622063306,0.14726804034935306,0.4294553326399975,interp__d_NH3_CH3OH_50_10K_I10m_Baselined,19.008,54
0.09342313042292393,0.12187544076909695,0.09008895502614556,0.3533311436604136,0.4855174825193144,0.1646735622063306,0.14726804034935306,0.4294553326399975,interp__HNCO_NH3,19.008,55
0.09342313042292393,0.12187544076909695,0.09008895502614556,0.3533311436604136,0.4855174825193144,0.1646735622063306,0.14726804034935306,0.4294553326399975,interp__CO_NH3_10K,19.008,56
0.09342313042292393,0.12187544076909695,0.09008895502614556,0.3533311436604136,0.4855174825193144,0.1646735622063306,0.14726804034935306,0.4294553326399975,interp__H2O_40K,19.008,57
0.09342313042292393,0.12187544076909695,0.09008895502614556,0.3533311436604136,0.4855174825193144,0.1646735622063306,0.14726804034935306,0.4294553326399975,interp__H2O_NH3_CO2_CH4_10_1_1_1_72K_b,19.008,58
0.09342313042292393,0.12187544076909695,0.09008895502614556,0.3533311436604136,0.4855174825193144,0.1646735622063306,0.14726804034935306,0.4294553326399975,interp__CH3OCH315K,19.008,59
0.09342313042292393,0.12187544076909695,0.09008895502614556,0.3533311436604136,0.4855174825193144,0.1646735622063306,0.14726804034935306,0.4294553326399975,interp__H2O_CH4_10_0.6_a_V3,19.008,60
0.09342313042292393,0.12187544076909695,0.09008895502614556,0.3533311436604136,0.4855174825193144,0.1646735622063306,0.14726804034935306,0.4294553326399975,interp__CO_CH3OH_10K,19.008,61
0.08701886434545246,0.4970987930992777,0.08701886434545246,0.4970987930992777,0.06835519812201696,0.4970987930992777,0.2759749812858217,0.4970987930992777,interp__d_NH3_CH3OH_50_10K_I10m_Baselined,20.391,18
0.08701886434545246,0.4970987930992777,0.08701886434545246,0.4970987930992777,0.06835519812201696,0.4970987930992777,0.2759749812858217,0.4970987930992777,interp__HNCO_NH3,20.391,19
0.08701886434545246,0.4970987930992777,0.08701886434545246,0.4970987930992777,0.06835519812201696,0.4970987930992777,0.2759749812858217,0.4970987930992777,interp__CO_NH3_10K,20.391,20
0.08701886434545246,0.4970987930992777,0.08701886434545246,0.4970987930992777,0.06835519812201696,0.4970987930992777,0.2759749812858217,0.4970987930992777,interp__H2CO,20.391,21
0.08701886434545246,0.4970987930992777,0.08701886434545246,0.4970987930992777,0.06835519812201696,0.4970987930992777,0.2759749812858217,0.4970987930992777,interp__H2O_40K,20.391,22
